page_key,page_label,section,name_zh,name_en,stay,price_package,price_standard_risk,price_medium_risk,price_hk_discount,cells_raw,url
breast,乳腺外科,乳腺抽針活檢,單側部分乳房切除+前哨淋巴結活檢伴或不伴腋窩淋巴結清掃術,Unilateral Partial Mastectomy + Sentinel Lymph Node Biopsy With or Without Axillary Lymph Node Dissection,3晚,,"70,000","87,500",,"單側部分乳房切除+前哨淋巴結活檢伴或不伴腋窩淋巴結清掃術 | 3晚 | 70,000 | 87,500",https://www.szufh.hk/breast-surgery-fees.html
breast,乳腺外科,乳腺抽針活檢,單側乳腺癌根治術+前哨淋巴結活檢術伴或不伴腋窩淋巴結清掃術,Unilateral Radical Mastectomy + Sentinel Lymph Node Biopsy With or Without Axillary Lymph Node Dissection,5晚,,"80,000","100,000",,"單側乳腺癌根治術+前哨淋巴結活檢術伴或不伴腋窩淋巴結清掃術 | 5晚 | 80,000 | 100,000",https://www.szufh.hk/breast-surgery-fees.html
breast,乳腺外科,乳腺抽針活檢,超聲波引導乳房囊腫抽吸,Ultrasound-guided Breast Cyst Aspiration,日間操作,,"3,000",/,,"超聲波引導乳房囊腫抽吸 | 日間操作 | 3,000 | /",https://www.szufh.hk/breast-surgery-fees.html
breast,乳腺外科,乳腺抽針活檢,囊腫抽吸加項：每增加一個囊腫,Cyst Aspiration Add-on: Each Additional Cyst,/,,600,/,,囊腫抽吸加項：每增加一個囊腫 | / | 600 | /,https://www.szufh.hk/breast-surgery-fees.html
orthopedic,骨科,膝關節置換,單側全膝關節置換術 - 指定植入物選項 （史賽克、捷邁邦美PS）,"Unilateral Total Knee Replacement (TKR) Stryker, Zimmer Biomet PS",5晚,,"42,000",,,"單側全膝關節置換術 - 指定植入物選項 （史賽克、捷邁邦美PS） | 5晚 | 42,000 | ",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,單側全膝關節置換術 - 指定植入物選項 （強生、捷邁邦美CR）,"Unilateral Total Knee Replacement (TKR) Johnson & Johnson, Zimmer Biomet CR",5晚,,"88,000","110,000",,"單側全膝關節置換術 - 指定植入物選項 （強生、捷邁邦美CR） | 5晚 | 88,000 | 110,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,單側單髁關節置換術（部份膝關節置換術） 指定植入物選項 （力達康、捷邁邦美）,"Unilateral Unicompartmental Knee Arthroplasty (UKA) / Partial Knee Replacement - LDK, Zimmer Biomet",5晚,,"42,000","52,500",,"單側單髁關節置換術（部份膝關節置換術） 指定植入物選項 （力達康、捷邁邦美） | 5晚 | 42,000 | 52,500",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,單側全膝關節置換術 - 機械臂輔助CORI 指定植入物選項 （施乐辉）,Unilateral Total Knee Replacement (TKR) Robotic-arm Assisted CORI - Smith & Nephew,5晚,,"68,000","85,000",,"單側全膝關節置換術 - 機械臂輔助CORI 指定植入物選項 （施乐辉） | 5晚 | 68,000 | 85,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,單側全膝關節置換術 - 機械臂輔助CORI 指定植入物選項 （施乐辉黑晶）,Unilateral Total Knee Replacement (TKR) Robotic-arm Assisted CORI - Smith & Nephew Oxinium,5晚,,"108,000","135,000",,"單側全膝關節置換術 - 機械臂輔助CORI 指定植入物選項 （施乐辉黑晶） | 5晚 | 108,000 | 135,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,單側全髖關節置換術 - 陶瓷對陶瓷 指定植入物選項 （大博、力達康、蒙太因）,"Unilateral Total Hip Replacement (THR) Ceramic-on-Ceramic (Double Medical, LDK, Montagne)",6晚,,"83,000","103,750",,"單側全髖關節置換術 - 陶瓷對陶瓷 指定植入物選項 （大博、力達康、蒙太因） | 6晚 | 83,000 | 103,750",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,單側全髖關節置換術 - 陶瓷對陶瓷 指定植入物選項 （捷邁、史賽克）,"Unilateral Total Hip Replacement (THR) Ceramic-on-Ceramic Zimmer, Stryker)",6晚,,"95,000","118,750",,"單側全髖關節置換術 - 陶瓷對陶瓷 指定植入物選項 （捷邁、史賽克） | 6晚 | 95,000 | 118,750",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,單側全髖關節置換術 - 陶瓷對聚乙烯 指定植入物選項 （大博、力達康、蒙太因）,"Unilateral Total Hip Replacement (THR) Ceramic-on-Polyethylene (Double Medical, LDK, Montagne)",6晚,,"76,000","95,000",,"單側全髖關節置換術 - 陶瓷對聚乙烯 指定植入物選項 （大博、力達康、蒙太因） | 6晚 | 76,000 | 95,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,單側全髖關節置換術 - 陶瓷對聚乙烯 指定植入物選項 （捷邁、史賽克）,"Unilateral Total Hip Replacement (THR) Ceramic-on-Polyethylene (Zimmer, Stryker)",6晚,,"88,000","110,000",,"單側全髖關節置換術 - 陶瓷對聚乙烯 指定植入物選項 （捷邁、史賽克） | 6晚 | 88,000 | 110,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,【集採】腰椎減壓融合內固定術 (,PLIF/TLIF) - 首個節段 [Centralized Procurement] Lumbar Decompression and Fusion with Internal Fixation (PLIF/TLIF) - First Level,6晚,,"108,000","135,000",,"【集採】腰椎減壓融合內固定術 ( | 6晚 | 108,000 | 135,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,【非集採】腰椎減壓融合內固定術 (,PLIF/TLIF) - 首個節段 [Non-Centralized Procurement] Lumbar Decompression and Fusion with Internal Fixation (PLIF/TLIF) - First Level,6晚,,"168,000","210,000",,"【非集採】腰椎減壓融合內固定術 ( | 6晚 | 168,000 | 210,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,【集採】頸椎前路椎間盤切除及融合術 (,ACDF) - 首個節段 [Centralized Procurement] Anterior Cervical Discectomy and Fusion (ACDF) - First Level,3晚,,"128,000","160,000",,"【集採】頸椎前路椎間盤切除及融合術 ( | 3晚 | 128,000 | 160,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,【非集採】頸椎前路椎間盤切除及融合術 (,ACDF) - 首個節段 [Non-Centralized Procurement] Anterior Cervical Discectomy and Fusion (ACDF) - First Level,3晚,,"170,000","212,500",,"【非集採】頸椎前路椎間盤切除及融合術 ( | 3晚 | 170,000 | 212,500",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,【集採】頸椎前路人工椎間盤置換術 (,ADR) - 首個節段 [Centralized Procurement] Anterior Cervical Artificial Disc Replacement (ADR) - First Level,3晚,,"140,000","175,000",,"【集採】頸椎前路人工椎間盤置換術 ( | 3晚 | 140,000 | 175,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,【集採】頸椎後路單開門椎管擴大成形術及內固定術 - 三個節段 [,Centralized Procurement] Posterior Cervical Single-door Laminoplasty with Internal Fixation - Three Levels,4晚,,"140,000","175,000",,"【集採】頸椎後路單開門椎管擴大成形術及內固定術 - 三個節段 [ | 4晚 | 140,000 | 175,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,單側雙通道脊柱內鏡下（,UBE）椎管神經減壓術 - 首個節段 Unilateral Biportal Endoscopic (UBE) Spinal Canal Nerve Decompression - First Level,3晚,,"140,000","175,000",,"單側雙通道脊柱內鏡下（ | 3晚 | 140,000 | 175,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,骨科 - 腫塊切除術（5厘米以下）,Excision of Lump (<5cm),日間手術,,"12,000","15,000",,"骨科 - 腫塊切除術（5厘米以下） | 日間手術 | 12,000 | 15,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,骨科 - 腫塊切除術（5厘米以上）,Excision of Lump (&ge;5cm),日間手術,,"17,000","21,250",,"骨科 - 腫塊切除術（5厘米以上） | 日間手術 | 17,000 | 21,250",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,骨科 - 腱鞘囊腫切除術（簡單）,Excision of Ganglion Cyst (Simple),日間手術,,"11,000","13,750",,"骨科 - 腱鞘囊腫切除術（簡單） | 日間手術 | 11,000 | 13,750",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,骨科 - 腱鞘囊腫切除術（複雜）,Excision of Ganglion Cyst (Complex),日間手術,,"16,000","20,000",,"骨科 - 腱鞘囊腫切除術（複雜） | 日間手術 | 16,000 | 20,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,無痛肩周炎（冰凍肩）鬆解術,Painless Frozen Shoulder (Adhesive Capsulitis) Release,日間手術,,"9,800","12,250",,"無痛肩周炎（冰凍肩）鬆解術 | 日間手術 | 9,800 | 12,250",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,關節鏡前十字韌帶重建術 / 關節鏡後十字韌帶重建術,Arthroscopic Anterior Cruciate Ligament (ACL) Reconstruction / Arthroscopic Posterior Cruciate Ligament (PCL) Reconstruction,4晚,,"68,000","85,000",,"關節鏡前十字韌帶重建術 / 關節鏡後十字韌帶重建術 | 4晚 | 68,000 | 85,000",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,關節鏡半月板成形術,Arthroscopic Meniscal Meniscoplasty,2晚,,"49,000","61,250",,"關節鏡半月板成形術 | 2晚 | 49,000 | 61,250",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,關節鏡前／後十字韌帶重建合併半月板修補／成形術,ACL / PCL Reconstruction with Meniscal Repair / Meniscectomy,4晚,,"90,000","112,500",,"關節鏡前／後十字韌帶重建合併半月板修補／成形術 | 4晚 | 90,000 | 112,500",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,關節鏡滑膜切除術,Arthroscopic Synovectomy,2晚,,"35,000","43,750",,"關節鏡滑膜切除術 | 2晚 | 35,000 | 43,750",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,關節鏡軟骨成形術,Arthroscopic Chondroplasty,2晚,,"38,000","47,500",,"關節鏡軟骨成形術 | 2晚 | 38,000 | 47,500",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,關節鏡下踝關節韌帶修補術,Arthroscopic Ankle Ligament Repair,2晚,,"53,000","66,250",,"關節鏡下踝關節韌帶修補術 | 2晚 | 53,000 | 66,250",https://www.szufh.hk/orthopedic-surgery-fees.html
orthopedic,骨科,膝關節置換,關節鏡下臀肌攣縮鬆解術,Arthroscopic Gluteal Muscle Contracture Release,4晚,,"36,000","45,000",,"關節鏡下臀肌攣縮鬆解術 | 4晚 | 36,000 | 45,000",https://www.szufh.hk/orthopedic-surgery-fees.html
pain,疼痛科,疼痛管理,神經阻滯套餐（超聲引導下）,Nerve Block Package (Ultrasound-Guided),日間操作,,"3,600","4,500",,"神經阻滯套餐（超聲引導下） | 日間操作 | 3,600 | 4,500",https://www.szufh.hk/pain-management-procedure-fees.html
pain,疼痛科,疼痛管理,神經造影+神經阻滯（手術室）,Neurography + Nerve Block (OR),日間操作,,"5,000","6,250",,"神經造影+神經阻滯（手術室） | 日間操作 | 5,000 | 6,250",https://www.szufh.hk/pain-management-procedure-fees.html
pain,疼痛科,疼痛管理,神經射頻+造影+神經阻滯（手術室）,Nerve Radiofrequency + Neurography + Nerve Block (OR),日間操作,,"17,000","21,250",,"神經射頻+造影+神經阻滯（手術室） | 日間操作 | 17,000 | 21,250",https://www.szufh.hk/pain-management-procedure-fees.html
pain,疼痛科,疼痛管理,三叉神經球囊壓迫術,Balloon Compression for Trigeminal Neuralgia,3晚,,"32,000","40,000",,"三叉神經球囊壓迫術 | 3晚 | 32,000 | 40,000",https://www.szufh.hk/pain-management-procedure-fees.html
pain,疼痛科,疼痛管理,鞘內鎮痛泵植入術,Intrathecal Analgesic Pump Implantation,5晚,,"220,000","275,000",,"鞘內鎮痛泵植入術 | 5晚 | 220,000 | 275,000",https://www.szufh.hk/pain-management-procedure-fees.html
pain,疼痛科,疼痛管理,脊柱內鏡 - 腰椎（监测麻醉）,Spinal Endoscopy - Lumbar Spine (MAC),日間操作,,"40,000","50,000",,"脊柱內鏡 - 腰椎（监测麻醉） | 日間操作 | 40,000 | 50,000",https://www.szufh.hk/pain-management-procedure-fees.html
pain,疼痛科,疼痛管理,脊柱內鏡 - 頸椎（监测麻醉）,Spinal Endoscopy - Cervical Spine (MAC),日間操作,,"40,000","50,000",,"脊柱內鏡 - 頸椎（监测麻醉） | 日間操作 | 40,000 | 50,000",https://www.szufh.hk/pain-management-procedure-fees.html
pain,疼痛科,疼痛管理,脊髓電刺激植入術 - 第一期（測試階段）,Spinal Cord Stimulator (SCS) Implantation - Stage 1 (Trial),3晚,,"30,000","37,500",,"脊髓電刺激植入術 - 第一期（測試階段） | 3晚 | 30,000 | 37,500",https://www.szufh.hk/pain-management-procedure-fees.html
pain,疼痛科,疼痛管理,脊髓電刺激植入術 - 第二期（永久植入）,Spinal Cord Stimulator (SCS) Implantation - Stage 2 (Permanent Implant),1晚,,"38,000","47,500",,"脊髓電刺激植入術 - 第二期（永久植入） | 1晚 | 38,000 | 47,500",https://www.szufh.hk/pain-management-procedure-fees.html
ent,耳鼻喉科,腺樣體/扁桃體,內窺鏡腺樣增殖體切除手術,Endoscopic Assisted Adenoidectomy,日間手術,,"24,800","31,000",,"內窺鏡腺樣增殖體切除手術 | 日間手術 | 24,800 | 31,000",https://www.szufh.hk/ent-surgery-fees.html
ent,耳鼻喉科,腺樣體/扁桃體,扁桃體切除術,Tonsillectomy,日間手術,,"29,800","37,250",,"扁桃體切除術 | 日間手術 | 29,800 | 37,250",https://www.szufh.hk/ent-surgery-fees.html
ent,耳鼻喉科,腺樣體/扁桃體,內窺鏡扁桃體及腺樣增殖體切除手術,Endoscopic Assisted Tonsillectomy and Adenoidectomy,日間手術,,"32,800","41,000",,"內窺鏡扁桃體及腺樣增殖體切除手術 | 日間手術 | 32,800 | 41,000",https://www.szufh.hk/ent-surgery-fees.html
ent,耳鼻喉科,腺樣體/扁桃體,功能性內窺鏡鼻竇手術（不伴鼻瘜肉）,Functional Endoscopic Sinus Surgery (FESS) without Nasal Polyps,3晚,,"50,000","62,500",,"功能性內窺鏡鼻竇手術（不伴鼻瘜肉） | 3晚 | 50,000 | 62,500",https://www.szufh.hk/ent-surgery-fees.html
ent,耳鼻喉科,腺樣體/扁桃體,功能性內窺鏡鼻竇手術（伴有鼻瘜肉切除）,Functional Endoscopic Sinus Surgery (FESS) with Nasal Polyps,3晚,,"55,000","68,750",,"功能性內窺鏡鼻竇手術（伴有鼻瘜肉切除） | 3晚 | 55,000 | 68,750",https://www.szufh.hk/ent-surgery-fees.html
ent,耳鼻喉科,腺樣體/扁桃體,內窺鏡鼻中隔矯正 及 鼻甲骨切除術,Endoscopic Septoplasty and Turbinectomy,2晚,,"35,000","43,750",,"內窺鏡鼻中隔矯正 及 鼻甲骨切除術 | 2晚 | 35,000 | 43,750",https://www.szufh.hk/ent-surgery-fees.html
ent,耳鼻喉科,腺樣體/扁桃體,功能性內窺鏡鼻竇手術 及 鼻中隔矯正術,Functional Endoscopic Sinus Surgery (FESS) and Septoplasty,3晚,,"70,000","87,500",,"功能性內窺鏡鼻竇手術 及 鼻中隔矯正術 | 3晚 | 70,000 | 87,500",https://www.szufh.hk/ent-surgery-fees.html
ent,耳鼻喉科,腺樣體/扁桃體,鼓膜修補術,Myringoplasty,日间手术,,"22,000",,,"鼓膜修補術 | 日间手术 | 22,000 | /",https://www.szufh.hk/ent-surgery-fees.html
ent,耳鼻喉科,腺樣體/扁桃體,顯微喉鏡+/-活組織檢查,Micro Laryngoscopy+/-Biopsy,日间手术,,"30,000",,,"顯微喉鏡+/-活組織檢查 | 日间手术 | 30,000 | /",https://www.szufh.hk/ent-surgery-fees.html
ophthalmic,眼科,玻璃體,玻璃體注藥術（羅維視法瑞西單抗）,Intravitreal Injection (Vabysmo / Faricimab),日間手術,,"7,200","9,000",,"玻璃體注藥術（羅維視法瑞西單抗） | 日間手術 | 7,200 | 9,000",https://www.szufh.hk/ophthalmic-surgery-fees.html
ophthalmic,眼科,玻璃體,白內障超聲波晶體乳化術及植入人工晶體 (單焦距非散光) -單眼/ 局部麻醉,Phacoemulsification (Phaco) Cataract Surgery and Insertion of Intraocular Lens (MONOFOCAL Non-Toric) - Unilateral/ LA,日間手術,,"8,000","10,000",,"白內障超聲波晶體乳化術及植入人工晶體 (單焦距非散光) -單眼/ 局部麻醉 | 日間手術 | 8,000 | 10,000",https://www.szufh.hk/ophthalmic-surgery-fees.html
ophthalmic,眼科,玻璃體,白內障超聲波晶體乳化術及植入人工晶體 (双焦距非散光) -單眼/ 局部麻醉,Phacoemulsification (Phaco) Cataract Surgery and Insertion of Intraocular Lens (BIFOCAL Non-Toric) - Unilateral/ LA,日間手術,,"10,600","13,250",,"白內障超聲波晶體乳化術及植入人工晶體 (双焦距非散光) -單眼/ 局部麻醉 | 日間手術 | 10,600 | 13,250",https://www.szufh.hk/ophthalmic-surgery-fees.html
ophthalmic,眼科,玻璃體,白內障超聲波晶體乳化術及植入人工晶體 (,EDOF) -單眼/ 局部麻醉 Phacoemulsification (Phaco) Cataract Surgery and Insertion of Intraocular Lens (EDOF) - Unilateral/ LA,日間手術,,"16,000","20,000",,"白內障超聲波晶體乳化術及植入人工晶體 ( | 日間手術 | 16,000 | 20,000",https://www.szufh.hk/ophthalmic-surgery-fees.html
ophthalmic,眼科,玻璃體,白內障超聲波晶體乳化術及植入人工晶體 (三焦距非散光) -單眼/ 局部麻醉,Phacoemulsification (Phaco) Cataract Surgery and Insertion of Intraocular Lens (TRIFOCAL Non-Toric) - Unilateral/ LA,日間手術,,"26,000","32,500",,"白內障超聲波晶體乳化術及植入人工晶體 (三焦距非散光) -單眼/ 局部麻醉 | 日間手術 | 26,000 | 32,500",https://www.szufh.hk/ophthalmic-surgery-fees.html
ophthalmic,眼科,玻璃體,斜視手術（1條水平肌）/全身麻醉,Strabismus Surgery (1 Horizontal Muscle) / GA,日間手術,,"20,000","25,000",,"斜視手術（1條水平肌）/全身麻醉 | 日間手術 | 20,000 | 25,000",https://www.szufh.hk/ophthalmic-surgery-fees.html
ophthalmic,眼科,玻璃體,斜視手術（2條水平肌）/全身麻醉,Strabismus Surgery (2 Horizontal Muscles) / GA,日間手術,,"22,000","27,500",,"斜視手術（2條水平肌）/全身麻醉 | 日間手術 | 22,000 | 27,500",https://www.szufh.hk/ophthalmic-surgery-fees.html
emergency-plastic,急诊整形外科,美容縫合,急症/整形外科美容縫合套餐（4厘米以內）- 組織膠水縫合,Emergency / Plastic Surgery Cosmetic Suture Package (&le;4cm) - Tissue Glue Closure,日間操作,,"2,500","3,125",,"急症/整形外科美容縫合套餐（4厘米以內）- 組織膠水縫合 | 日間操作 | 2,500 | 3,125",https://www.szufh.hk/emergency-and-plastic-surgery-fees.html
emergency-plastic,急诊整形外科,美容縫合,急症/整形外科美容縫合套餐（小於2厘米）,Emergency / Plastic Surgery Cosmetic Suture Package (<2cm),日間操作,,"2,400","3,000",,"急症/整形外科美容縫合套餐（小於2厘米） | 日間操作 | 2,400 | 3,000",https://www.szufh.hk/emergency-and-plastic-surgery-fees.html
emergency-plastic,急诊整形外科,美容縫合,急症/整形外科美容縫合套餐（2至4厘米）,Emergency / Plastic Surgery Cosmetic Suture Package (2-4cm),日間操作,,"3,200","4,000",,"急症/整形外科美容縫合套餐（2至4厘米） | 日間操作 | 3,200 | 4,000",https://www.szufh.hk/emergency-and-plastic-surgery-fees.html
emergency-plastic,急诊整形外科,美容縫合,急症/整形外科美容縫合套餐（4至8厘米）,Emergency / Plastic Surgery Cosmetic Suture Package (4-8cm),日間操作,,"4,000","5,000",,"急症/整形外科美容縫合套餐（4至8厘米） | 日間操作 | 4,000 | 5,000",https://www.szufh.hk/emergency-and-plastic-surgery-fees.html
cardiology,心内科,冠狀動脈,冠狀動脈造影（日間手術）,Coronary Angiogram Package (Day Surgery),日間手術,,"22,000",,,"冠狀動脈造影（日間手術） | 日間手術 | 22,000",https://www.szufh.hk/cardiology-surgery-fees.html
cardiology,心内科,冠狀動脈,冠狀動脈造影（住院1晚）,Coronary Angiogram Package (1-Night Inpatient),1晚,,"24,500",,,"冠狀動脈造影（住院1晚） | 1晚 | 24,500",https://www.szufh.hk/cardiology-surgery-fees.html
cardiology,心内科,冠狀動脈,冠狀動脈造影 + 冠狀動脈支架置入,Coronary Angiogram + Percutaneous Coronary Intervention (PCI) Package,2晚,,"58,000",,,"冠狀動脈造影 + 冠狀動脈支架置入 | 2晚 | 58,000",https://www.szufh.hk/cardiology-surgery-fees.html
cardiology,心内科,冠狀動脈,冠狀動脈造影 + 冠狀動脈支架置入 每增加一個支架,Coronary Angiogram + Percutaneous Coronary Intervention (PCI) Package - Each Additional Stent,/,,"16,000",,,"冠狀動脈造影 + 冠狀動脈支架置入 每增加一個支架 | / | 16,000",https://www.szufh.hk/cardiology-surgery-fees.html
